"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Arfip2","Arfip2",2.03562390973072,0.703816237238697,-0.0359355354037592,0.265761339706422
"Dnaja4","Dnaja4",2.03562390973072,0.703817394726486,-0.0359343779159707,0.265765139195498
"Mkrn1","Mkrn1",3.18586654531133,0.648955247154218,0.0891072518785099,0.26578030269528
"E2f3","E2f3",1.63226821549951,0.776962809917355,-0.0359215907645536,0.265807115243517
"Fcho1","Fcho1",1.0703893278914,0.849173553719008,-0.0359012850209003,0.265873779282254
"Scfd2","Scfd2",1.0703893278914,0.849173553719008,-0.0359012850209003,0.265873779282254
"Mib2","Mib2",1.0703893278914,0.849173553719008,-0.0359012850209003,0.265873779282254
"Stat2","Stat2",1.0703893278914,0.849173553719008,-0.0359012850209003,0.265873779282254
"Taf13","Taf13",3.33628338786443,0.626827717736809,0.089072308526619,0.265895021595565
"Ugcg","Ugcg",2.35049724708413,0.649973274125242,-0.0358591626823348,0.266012094517274
"Kif16b","Kif16b",1.63226821549951,0.901913875598086,0.0890294749161772,0.266035678407459
"2610507I01Rik","2610507I01Rik",1.63226821549951,0.901913875598086,0.0890294749161772,0.266035678407459
"Plk2","Plk2",2.35049724708413,0.774853566557009,0.0890211297494324,0.266063086613314
"Setd8","Setd8",1.63226821549951,0.777056277056277,-0.0358281236256318,0.266114039396019
"Ints12","Ints12",1.63226821549951,0.777056277056277,-0.0358281236256318,0.266114039396019
"St7l","St7l",1.63226821549951,0.777058647814398,-0.0358257528675109,0.266121826742513
"Gys1","Gys1",1.63226821549951,0.901885992795084,0.0890015921131748,0.266127260074069
"Ormdl1","Ormdl1",2.03562390973072,0.703929244599101,-0.0358225280433552,0.266132419667201
"Galntl6","Galntl6",2.35049724708413,0.774832371744893,0.0889999349373168,0.266132703606396
"D5Ertd579e","D5Ertd579e",2.82781902461732,0.697625606716516,0.0889756644053505,0.266212434510352
"Abcd2","Abcd2",1.63226821549951,0.901859504132231,0.0889751034503223,0.266214277441578
"Eml5","Eml5",2.82781902461732,0.697620561256925,0.0889706189457595,0.266229010821851
"Pelo","Pelo",1.63226821549951,0.777109942399199,-0.0357744582827103,0.266290344856304
"Rapgef1","Rapgef1",2.03562390973072,0.82870022539444,0.0889484527519839,0.266301841642323
"Grin2b","Grin2b",3.01792190799726,0.546870647228155,-0.0357651401928696,0.266320963375147
"Morf4l1","Morf4l1",2.03562390973072,0.828657897800023,0.088906125157567,0.26644094419868
"Cep97","Cep97",2.03562390973072,0.828657897800023,0.088906125157567,0.26644094419868
"Gpalpp1","Gpalpp1",2.03562390973072,0.828657897800023,0.088906125157567,0.26644094419868
"Rab11fip5","Rab11fip5",2.03562390973072,0.704025209584399,-0.0357265630580577,0.266447743794993
"Mta3","Mta3",1.63226821549951,0.901770956316411,0.088886555634502,0.266505268585121
"Fam19a2","Fam19a2",1.63226821549951,0.901770956316411,0.088886555634502,0.266505268585121
"Nop16","Nop16",2.82781902461732,0.572960888241352,-0.0356890540698128,0.266571043111469
"Nsdhl","Nsdhl",3.01792190799726,0.671499145851609,0.0888633584305846,0.266581527212804
"Dcun1d2","Dcun1d2",2.35049724708413,0.774695001967729,0.0888625651601529,0.266584135209898
"0610012G03Rik","0610012G03Rik",2.35049724708413,0.650154958677686,-0.0356774781298904,0.266609101295786
"Pcmt1","Pcmt1",3.81762325751143,0.431053321678322,-0.0356511078069036,0.266695809187305
"Clip4","Clip4",2.35049724708413,0.650183654729109,-0.035648782078467,0.266703457066548
"Scn3b","Scn3b",3.81762325751143,0.431056389497948,-0.0356480399872773,0.266705897367821
"Grhpr","Grhpr",2.03562390973072,0.704119113210022,-0.035632659432434,0.266756477503704
"Idh1","Idh1",3.59693514238723,0.587140838436175,0.0888002643405446,0.266788998909321
"Mlec","Mlec",2.35049724708413,0.650223829201102,-0.0356086076064744,0.266835583497791
"Dtx3","Dtx3",2.35049724708413,0.774590828066764,0.0887583912591876,0.266926734797275
"Hid1","Hid1",2.60880924267552,0.6072347920336,-0.0355766572419712,0.266940685961679
"Pgrmc2","Pgrmc2",2.82781902461732,0.573076077051189,-0.035573865259976,0.26694987133189
"Golga2","Golga2",2.82781902461732,0.573079012839944,-0.0355709294712213,0.266959529985624
"2310022A10Rik","2310022A10Rik",1.0703893278914,0.849509898135691,-0.0355649406042176,0.266979233719173
"Mief1","Mief1",1.0703893278914,0.849509898135691,-0.0355649406042176,0.266979233719173
"Cbx6","Cbx6",2.60880924267552,0.60726777478565,-0.0355436744899208,0.267049206451824
