"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Lnpep","Lnpep",9.97599122753134,0.935716715203439,0.0459373225708191,0.367844301020163
"Cyp4a30b","Cyp4a30b",4.09592441999854,0.999182384093654,-0.00233093000373175,0.367880617209431
"Rspo2","Rspo2",8.51609396341718,0.999803529302099,0.0459287148914773,0.367889666813263
"Nol12","Nol12",9.47998230800967,0.960218559212204,0.0459264575623511,0.367901564114232
"Mir6976","Mir6976",4.17791779219584,0.998797211369034,-0.00232562067963582,0.367908600089295
"Cyp4f13","Cyp4f13",10.3543595912605,0.916150136445648,0.0459177936787568,0.367947228472759
"Gulo","Gulo",4.00898878322726,0.999600748596382,-0.00231442014357508,0.367967634997861
"C86695","C86695",8.53954658023841,0.999040753756627,0.0459102275406924,0.367987108517733
"Mir7058","Mir7058",4.17791779219584,0.998813952234622,-0.00230887981404804,0.367996837685905
"Tgoln1","Tgoln1",11.2958263197168,0.817930245223753,-0.00230582321006689,0.3680129491575
"Yipf6","Yipf6",10.5450609954907,0.905877555350042,0.045899921864724,0.368041430568945
"Efcab11","Efcab11",8.51609396341718,0.999769662651759,0.0458948482411372,0.368068175018495
"Nrbp2","Nrbp2",10.6813262711634,0.898879366975558,0.0458936453439718,0.368074515910329
"Slc12a5","Slc12a5",8.73843008775478,0.99231622241702,0.0458913192766132,0.368086777527185
